cpu,ram,disk_read,disk_write,net_sent,net_recv
1.4,62.0,28666734592,15024670720,30279161,642199109
6.7,61.9,28666767360,15024752640,30279360,642199175
2.8,61.8,28666767360,15024781312,30279496,642199395
1.6,61.8,28666767360,15024781312,30279604,642199449
2.2,61.8,28666767360,15025547264,30283975,642212227
1.9,61.8,28666767360,15025547264,30285942,642289485
2.7,61.8,28666767360,15025584128,30286051,642289605
4.0,61.9,28666767360,15025715200,30286155,642289647
3.2,61.9,28666767360,15025723392,30286155,642289647
2.7,61.9,28666767360,15025797120,30286217,642289873
1.6,61.9,28666767360,15025805312,30286217,642289873
4.3,61.9,28666767360,15025891328,30286272,642289939
4.2,61.9,28666767360,15026202624,30286334,642289939
1.3,61.8,28666767360,15026206720,30286334,642289939
1.4,61.9,28666767360,15026345984,30286396,642289939
2.2,61.8,28666767360,15026391040,30286471,642290025
5.1,62.0,28666767360,15026399232,30286852,642290365
14.6,62.2,28666767360,15031572480,30302101,642308393
8.0,62.1,28667144192,15050921984,30302322,642308674
2.6,62.1,28667144192,15051151360,30302384,642308900
0.3,64.0,28667144192,15051474944,30302384,642308900
57.1,66.1,28692913664,15078904320,30398009,642504819
24.0,64.7,28703388160,15135163392,30465223,643350237
36.2,64.9,28705976832,15147283456,30472459,643356105
13.6,64.5,28711990784,15188513792,30477799,643362140
38.4,64.9,28712040960,15189734400,30478090,643362288
58.0,65.0,28712040960,15191012352,30486580,643386168
29.7,64.7,28712413696,15192929280,30505380,643419845
14.1,64.4,28712475136,15194469376,30521218,643439525
